# DEBUG Waiting for a keypress.
        49.53600 ms     0000060c ticks
        40.92800 ms     000004ff ticks
        31.00800 ms     000003c9 ticks
       886.62400 ms     00006c3b ticks
       103.45600 ms     00000ca1 ticks
        14.36800 ms     000001c1 ticks
        65.31200 ms     000007f9 ticks
       157.15200 ms     0000132f ticks
        83.55200 ms     00000a33 ticks
       203.26400 ms     000018d0 ticks
       106.27200 ms     00000cf9 ticks
       134.08000 ms     0000105e ticks
        99.45600 ms     00000c24 ticks
        92.16000 ms     00000b40 ticks
       113.05600 ms     00000dcd ticks
        20.86400 ms     0000028c ticks
        81.28000 ms     000009ec ticks
        21.31200 ms     0000029a ticks
        58.43200 ms     00000722 ticks
        53.66400 ms     0000068d ticks
        14.40000 ms     000001c2 ticks
        82.78400 ms     00000a1b ticks
        25.08800 ms     00000310 ticks
        27.93600 ms     00000369 ticks
        88.16000 ms     00000ac3 ticks
       758.68800 ms     00005c9d ticks
       117.63200 ms     00000e5c ticks
        79.55200 ms     000009b6 ticks
       101.76000 ms     00000c6c ticks
        71.16800 ms     000008b0 ticks
       303.74400 ms     00002514 ticks
       103.93600 ms     00000cb0 ticks
        12.16000 ms     0000017c ticks
        16.22400 ms     000001fb ticks
        70.20800 ms     00000892 ticks
        62.78400 ms     000007aa ticks
        72.22400 ms     000008d1 ticks
        50.72000 ms     00000631 ticks
        56.19200 ms     000006dc ticks
       228.44800 ms     00001be3 ticks
        94.94400 ms     00000b97 ticks
        98.46400 ms     00000c05 ticks
        81.31200 ms     000009ed ticks
        85.85600 ms     00000a7b ticks
       153.95200 ms     000012cb ticks
       786.08000 ms     00005ff5 ticks
        76.80000 ms     00000960 ticks
        20.83200 ms     0000028b ticks
        92.64000 ms     00000b4f ticks
       109.34400 ms     00000d59 ticks
        48.96000 ms     000005fa ticks
       159.26400 ms     00001371 ticks
        76.73600 ms     0000095e ticks
        50.72000 ms     00000631 ticks
        40.19200 ms     000004e8 ticks
        23.61600 ms     000002e2 ticks
        99.10400 ms     00000c19 ticks
        31.39200 ms     000003d5 ticks
       106.20800 ms     00000cf7 ticks
        43.39200 ms     0000054c ticks
        56.19200 ms     000006dc ticks
       123.61600 ms     00000f17 ticks
        83.58400 ms     00000a34 ticks
       180.19200 ms     000015ff ticks
        74.52800 ms     00000919 ticks
        66.97600 ms     0000082d ticks
        97.24800 ms     00000bdf ticks
        96.35200 ms     00000bc3 ticks
        97.15200 ms     00000bdc ticks
        21.31200 ms     0000029a ticks
        90.46400 ms     00000b0b ticks
       228.44800 ms     00001be3 ticks
       138.04800 ms     000010da ticks
       612.12800 ms     00004ab9 ticks
       113.08800 ms     00000dce ticks
       421.34400 ms     0000336f ticks
        88.12800 ms     00000ac2 ticks
        96.35200 ms     00000bc3 ticks
        90.36800 ms     00000b08 ticks
        25.05600 ms     0000030f ticks
       140.35200 ms     00001122 ticks
        54.43200 ms     000006a5 ticks
       119.13600 ms     00000e8b ticks
        11.52000 ms     00000168 ticks
        65.69600 ms     00000805 ticks
        58.62400 ms     00000728 ticks
        78.97600 ms     000009a4 ticks
        50.75200 ms     00000632 ticks
        67.58400 ms     00000840 ticks
       945.37600 ms     00007367 ticks
       122.17600 ms     00000eea ticks
       475.77600 ms     00003a14 ticks
        83.61600 ms     00000a35 ticks
       117.28000 ms     00000e51 ticks
        90.40000 ms     00000b09 ticks
       169.72800 ms     000014b8 ticks
        69.98400 ms     0000088b ticks
       104.70400 ms     00000cc8 ticks
       103.96800 ms     00000cb1 ticks
        40.96000 ms     00000500 ticks
        53.88800 ms     00000694 ticks
       100.54400 ms     00000c46 ticks
        97.18400 ms     00000bdd ticks
        87.96800 ms     00000abd ticks
        65.37600 ms     000007fb ticks
        48.28800 ms     000005e5 ticks
        42.46400 ms     0000052f ticks
        94.81600 ms     00000b93 ticks
        18.91200 ms     0000024f ticks
         9.69600 ms     0000012f ticks
        78.97600 ms     000009a4 ticks
        31.00800 ms     000003c9 ticks
        28.70400 ms     00000381 ticks
        71.23200 ms     000008b2 ticks
        29.02400 ms     0000038b ticks
        87.20000 ms     00000aa5 ticks
        17.66400 ms     00000228 ticks
        28.06400 ms     0000036d ticks
        51.87200 ms     00000655 ticks
        42.78400 ms     00000539 ticks
        13.47200 ms     000001a5 ticks
       364.70400 ms     00002c85 ticks
        85.85600 ms     00000a7b ticks
        62.81600 ms     000007ab ticks
       128.96000 ms     00000fbe ticks
        27.16800 ms     00000351 ticks
        56.35200 ms     000006e1 ticks
       320.64000 ms     00002724 ticks
        60.86400 ms     0000076e ticks
        75.23200 ms     0000092f ticks
        47.00800 ms     000005bd ticks
       544.99200 ms     00004287 ticks
        49.50400 ms     0000060b ticks
        99.42400 ms     00000c23 ticks
        19.93600 ms     0000026f ticks
       947.42400 ms     000073a7 ticks
       101.76000 ms     00000c6c ticks
        77.47200 ms     00000975 ticks
        99.71200 ms     00000c2c ticks
        18.46400 ms     00000241 ticks
        92.51200 ms     00000b4b ticks
        21.31200 ms     0000029a ticks
        85.88800 ms     00000a7c ticks
       161.34400 ms     000013b2 ticks
       110.81600 ms     00000d87 ticks
        79.61600 ms     000009b8 ticks
        65.40800 ms     000007fc ticks
        33.44000 ms     00000415 ticks
       103.96800 ms     00000cb1 ticks
        38.49600 ms     000004b3 ticks
        85.88800 ms     00000a7c ticks
        56.51200 ms     000006e6 ticks
        92.64000 ms     00000b4f ticks
       316.51200 ms     000026a3 ticks
       468.06400 ms     00003923 ticks
        29.88800 ms     000003a6 ticks
        29.92000 ms     000003a7 ticks
        29.92000 ms     000003a7 ticks
        29.92000 ms     000003a7 ticks
        29.92000 ms     000003a7 ticks
        27.68000 ms     00000361 ticks
        30.52800 ms     000003ba ticks
        10.27200 ms     00000141 ticks
       119.13600 ms     00000e8b ticks
        87.29600 ms     00000aa8 ticks
       983.10400 ms     00007802 ticks
        90.40000 ms     00000b09 ticks
       150.88000 ms     0000126b ticks
       117.63200 ms     00000e5c ticks
        20.86400 ms     0000028c ticks
        74.46400 ms     00000917 ticks
        70.04800 ms     0000088d ticks
        19.90400 ms     0000026e ticks
        46.04800 ms     0000059f ticks
        88.06400 ms     00000ac0 ticks
        38.49600 ms     000004b3 ticks
        49.31200 ms     00000605 ticks
        48.12800 ms     000005e0 ticks
        37.82400 ms     0000049e ticks
        37.63200 ms     00000498 ticks
       140.35200 ms     00001122 ticks
       624.64000 ms     00004c40 ticks
       113.08800 ms     00000dce ticks
        26.24000 ms     00000334 ticks
       111.00800 ms     00000d8d ticks
        28.54400 ms     0000037c ticks
        78.65600 ms     0000099a ticks
        20.89600 ms     0000028d ticks
        97.18400 ms     00000bdd ticks
       253.60000 ms     00001ef5 ticks
       108.54400 ms     00000d40 ticks
        21.31200 ms     0000029a ticks
        72.19200 ms     000008d0 ticks
       238.91200 ms     00001d2a ticks
        99.45600 ms     00000c24 ticks
        92.16000 ms     00000b40 ticks
        74.52800 ms     00000919 ticks
        23.77600 ms     000002e7 ticks
        85.85600 ms     00000a7b ticks
       276.70400 ms     000021c7 ticks
        65.40800 ms     000007fc ticks
        94.27200 ms     00000b82 ticks
        79.04000 ms     000009a6 ticks
        60.70400 ms     00000769 ticks
        88.09600 ms     00000ac1 ticks
       161.15200 ms     000013ac ticks
       101.72800 ms     00000c6b ticks
       729.47200 ms     0000590c ticks
       110.81600 ms     00000d87 ticks
        98.43200 ms     00000c04 ticks
       119.84000 ms     00000ea1 ticks
        77.66400 ms     0000097b ticks
        30.72000 ms     000003c0 ticks
        16.60800 ms     00000207 ticks
       108.16000 ms     00000d34 ticks
       119.42400 ms     00000e94 ticks
        81.31200 ms     000009ed ticks
        60.67200 ms     00000768 ticks
       122.17600 ms     00000eea ticks
        56.51200 ms     000006e6 ticks
       108.57600 ms     00000d41 ticks
      1190.52800 ms     00009154 ticks
        88.12800 ms     00000ac2 ticks
        98.46400 ms     00000c05 ticks
        67.64800 ms     00000842 ticks
        80.12800 ms     000009c8 ticks
        33.31200 ms     00000411 ticks
       798.62400 ms     0000617d ticks
       104.03200 ms     00000cb3 ticks
        69.12000 ms     00000870 ticks
       115.04000 ms     00000e0b ticks
         8.54400 ms     0000010b ticks
       115.52000 ms     00000e1a ticks
        14.27200 ms     000001be ticks
        71.87200 ms     000008c6 ticks
        58.59200 ms     00000727 ticks
        69.98400 ms     0000088b ticks
       188.60800 ms     00001706 ticks
        90.36800 ms     00000b08 ticks
        20.86400 ms     0000028c ticks
        90.40000 ms     00000b09 ticks
       100.51200 ms     00000c45 ticks
        51.77600 ms     00000652 ticks
        73.66400 ms     000008fe ticks
        12.03200 ms     00000178 ticks
        38.78400 ms     000004bc ticks
        42.56000 ms     00000532 ticks
        83.77600 ms     00000a3a ticks
       126.72000 ms     00000f78 ticks
      1102.52800 ms     00008696 ticks
       124.44800 ms     00000f31 ticks
        22.97600 ms     000002ce ticks
        99.48800 ms     00000c25 ticks
       274.43200 ms     00002180 ticks
        49.40800 ms     00000608 ticks
        67.87200 ms     00000849 ticks
        24.19200 ms     000002f4 ticks
       115.23200 ms     00000e11 ticks
       131.26400 ms     00001006 ticks
        39.74400 ms     000004da ticks
       119.90400 ms     00000ea3 ticks
       115.20000 ms     00000e10 ticks
       110.84800 ms     00000d88 ticks
       119.42400 ms     00000e94 ticks
        94.94400 ms     00000b97 ticks
        33.44000 ms     00000415 ticks
        92.64000 ms     00000b4f ticks
        58.04800 ms     00000716 ticks
        69.92000 ms     00000889 ticks
       182.30400 ms     00001641 ticks
        99.45600 ms     00000c24 ticks
      1020.70400 ms     00007c99 ticks
        60.83200 ms     0000076d ticks
       114.17600 ms     00000df0 ticks
        20.06400 ms     00000273 ticks
        52.73600 ms     00000670 ticks
        63.26400 ms     000007b9 ticks
       368.86400 ms     00002d07 ticks
        94.88000 ms     00000b95 ticks
        36.03200 ms     00000466 ticks
        56.16000 ms     000006db ticks
        20.86400 ms     0000028c ticks
       119.58400 ms     00000e99 ticks
        16.70400 ms     0000020a ticks
        83.52000 ms     00000a32 ticks
        48.16000 ms     000005e1 ticks
        74.11200 ms     0000090c ticks
       115.20000 ms     00000e10 ticks
        47.26400 ms     000005c5 ticks
       161.31200 ms     000013b1 ticks
        85.85600 ms     00000a7b ticks
       110.97600 ms     00000d8c ticks
        85.85600 ms     00000a7b ticks
        85.85600 ms     00000a7b ticks
        72.16000 ms     000008cf ticks
        23.77600 ms     000002e7 ticks
        79.00800 ms     000009a5 ticks
       289.21600 ms     0000234e ticks
        92.60800 ms     00000b4e ticks
        48.28800 ms     000005e5 ticks
        49.31200 ms     00000605 ticks
       100.51200 ms     00000c45 ticks
       104.00000 ms     00000cb2 ticks
        90.04800 ms     00000afe ticks
        97.15200 ms     00000bdc ticks
       213.76000 ms     00001a18 ticks
       103.84000 ms     00000cad ticks
        18.97600 ms     00000251 ticks
        69.88800 ms     00000888 ticks
       106.81600 ms     00000d0a ticks
        85.85600 ms     00000a7b ticks
      1693.40800 ms     0000ceb7 ticks
        85.85600 ms     00000a7b ticks
       155.04000 ms     000012ed ticks
        56.35200 ms     000006e1 ticks
       157.12000 ms     0000132e ticks
        99.45600 ms     00000c24 ticks
       272.48000 ms     00002143 ticks
       128.89600 ms     00000fbc ticks
        23.80800 ms     000002e8 ticks
       104.16000 ms     00000cb7 ticks
       186.46400 ms     000016c3 ticks
        92.16000 ms     00000b40 ticks
        12.03200 ms     00000178 ticks
        79.00800 ms     000009a5 ticks
        79.58400 ms     000009b7 ticks
        88.06400 ms     00000ac0 ticks
       111.04000 ms     00000d8e ticks
       106.27200 ms     00000cf9 ticks
       293.40800 ms     000023d1 ticks
        97.18400 ms     00000bdd ticks
       731.45600 ms     0000594a ticks
       106.27200 ms     00000cf9 ticks
        20.86400 ms     0000028c ticks
        92.64000 ms     00000b4f ticks
        98.43200 ms     00000c04 ticks
        97.18400 ms     00000bdd ticks
        33.44000 ms     00000415 ticks
        90.30400 ms     00000b06 ticks
        23.80800 ms     000002e8 ticks
        60.73600 ms     0000076a ticks
        56.48000 ms     000006e5 ticks
       106.24000 ms     00000cf8 ticks
        33.60000 ms     0000041a ticks
       104.12800 ms     00000cb6 ticks
       192.80000 ms     00001789 ticks
       115.32800 ms     00000e14 ticks
       926.36800 ms     00007115 ticks
        92.67200 ms     00000b50 ticks
        98.40000 ms     00000c03 ticks
       113.08800 ms     00000dce ticks
        92.12800 ms     00000b3f ticks
        92.64000 ms     00000b4f ticks
        29.28000 ms     00000393 ticks
       101.69600 ms     00000c6a ticks
        31.10400 ms     000003cc ticks
